"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7"
"bad" "bad.running" 48 "pre.good" "personal" 5951 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 2331 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 1574 "man" "not.alone"
"good" "bad.running" 36 "pre.good" "personal" 5800 "man" "not.alone"
"bad" "good.running" 18 "pre.good" "professional" 2169 "woman" "not.alone"
"good" "no" 24 "pre.good" "professional" 1382 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 2670 "man" "not.alone"
"bad" "no" 24 "pre.good" "professional" 2303 "man" "not.alone"
"bad" "bad.running" 9 "pre.bad" "professional" 1437 "man" "not.alone"
"good" "no" 24 "pre.good" "personal" 6419 "woman" "alone"
"good" "bad.running" 30 "pre.good" "personal" 2991 "woman" "alone"
"bad" "no" 30 "pre.good" "personal" 1998 "man" "alone"
"bad" "no" 24 "pre.good" "professional" 4817 "man" "not.alone"
"good" "bad.running" 42 "pre.good" "personal" 4796 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 1262 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 2028 "man" "not.alone"
"bad" "bad.running" 18 "pre.good" "personal" 4297 "man" "alone"
"good" "no" 6 "pre.good" "personal" 1957 "woman" "alone"
"good" "good.running" 18 "pre.good" "professional" 1568 "woman" "alone"
"good" "bad.running" 24 "pre.good" "personal" 5743 "woman" "alone"
"bad" "bad.running" 36 "pre.good" "professional" 2225 "man" "not.alone"
"good" "good.running" 12 "pre.good" "professional" 2133 "woman" "alone"
"good" "bad.running" 16 "pre.good" "professional" 1175 "man" "not.alone"
"good" "bad.running" 20 "pre.bad" "personal" 6148 "woman" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 1360 "man" "not.alone"
"bad" "good.running" 18 "pre.good" "professional" 2775 "man" "not.alone"
"good" "good.running" 12 "pre.good" "professional" 1884 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "professional" 1480 "man" "not.alone"
"bad" "no" 12 "pre.good" "personal" 709 "man" "not.alone"
"good" "no" 6 "pre.good" "personal" 1169 "man" "not.alone"
"bad" "no" 24 "pre.good" "personal" 1987 "man" "not.alone"
"bad" "no" 24 "pre.good" "personal" 2439 "woman" "alone"
"good" "good.running" 33 "pre.good" "personal" 7253 "man" "not.alone"
"good" "bad.running" 60 "pre.good" "personal" 9157 "man" "not.alone"
"bad" "bad.running" 24 "pre.good" "professional" 1938 "man" "not.alone"
"good" "good.running" 54 "pre.bad" "personal" 9436 "man" "not.alone"
"good" "bad.running" 48 "pre.good" "personal" 3979 "man" "not.alone"
"good" "no" 21 "pre.good" "personal" 3357 "woman" "alone"
"good" "good.running" 36 "pre.good" "personal" 5842 "man" "not.alone"
"bad" "no" 12 "pre.bad" "personal" 1108 "man" "not.alone"
"bad" "bad.running" 36 "pre.good" "professional" 2389 "man" "not.alone"
"good" "bad.running" 6 "pre.good" "personal" 683 "woman" "alone"
"bad" "good.running" 12 "pre.good" "professional" 1386 "woman" "alone"
"good" "bad.running" 24 "pre.good" "personal" 1967 "woman" "alone"
"good" "no" 15 "pre.good" "personal" 3643 "woman" "alone"
"good" "good.running" 21 "pre.good" "personal" 5248 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 3331 "man" "not.alone"
"good" "no" 24 "pre.good" "personal" 3149 "man" "not.alone"
"bad" "no" 18 "pre.good" "personal" 2039 "woman" "alone"
"bad" "bad.running" 15 "pre.bad" "professional" 6850 "man" "not.alone"
"bad" "no" 16 "pre.good" "professional" 2625 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 776 "woman" "not.alone"
"bad" "no" 18 "pre.bad" "personal" 1553 "man" "not.alone"
"bad" "no" 24 "pre.bad" "professional" 1358 "man" "not.alone"
"good" "no" 15 "pre.good" "personal" 1845 "woman" "alone"
"good" "good.running" 15 "pre.good" "personal" 3029 "man" "not.alone"
"good" "bad.running" 10 "pre.good" "professional" 7308 "man" "not.alone"
"good" "good.running" 9 "pre.good" "professional" 1449 "woman" "alone"
"good" "no" 24 "pre.good" "professional" 6568 "woman" "not.alone"
"good" "good.running" 9 "pre.good" "personal" 3832 "man" "not.alone"
"good" "good.running" 24 "pre.good" "professional" 1249 "woman" "not.alone"
"good" "good.running" 18 "pre.good" "personal" 4594 "man" "not.alone"
"good" "good.running" 6 "pre.good" "professional" 250 "woman" "alone"
"good" "bad.running" 6 "pre.good" "professional" 1449 "man" "alone"
"bad" "good.running" 18 "pre.good" "personal" 1533 "woman" "not.alone"
"good" "bad.running" 39 "pre.good" "personal" 1760 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 3868 "woman" "alone"
"good" "good.running" 24 "pre.good" "personal" 1516 "woman" "alone"
"good" "bad.running" 48 "pre.good" "professional" 8487 "woman" "alone"
"good" "good.running" 36 "pre.good" "personal" 3342 "man" "not.alone"
"bad" "no" 24 "pre.good" "professional" 1207 "woman" "alone"
"good" "good.running" 18 "pre.good" "personal" 1582 "man" "not.alone"
"good" "no" 12 "pre.good" "professional" 2121 "man" "not.alone"
"good" "good.running" 36 "pre.good" "personal" 9566 "woman" "alone"
"bad" "bad.running" 48 "pre.good" "personal" 961 "man" "not.alone"
"bad" "no" 12 "pre.good" "personal" 741 "woman" "alone"
"good" "good.running" 9 "pre.good" "personal" 1313 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 1103 "man" "not.alone"
"bad" "bad.running" 9 "pre.bad" "personal" 1337 "man" "not.alone"
"good" "good.running" 18 "pre.good" "personal" 1098 "woman" "alone"
"good" "no" 11 "pre.good" "professional" 3939 "man" "not.alone"
"good" "bad.running" 6 "pre.good" "personal" 1068 "man" "not.alone"
"good" "good.running" 6 "pre.bad" "professional" 783 "man" "not.alone"
"good" "no" 27 "pre.good" "personal" 3416 "man" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 1386 "woman" "not.alone"
"bad" "bad.running" 12 "pre.good" "professional" 1295 "woman" "alone"
"good" "no" 9 "pre.good" "personal" 1138 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 2012 "woman" "alone"
"good" "good.running" 48 "pre.good" "personal" 3578 "man" "not.alone"
"good" "bad.running" 30 "pre.good" "personal" 3017 "man" "not.alone"
"bad" "no" 48 "pre.good" "personal" 6331 "man" "not.alone"
"good" "no" 6 "pre.good" "professional" 4716 "man" "not.alone"
"good" "good.running" 22 "pre.good" "personal" 2675 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 3565 "man" "not.alone"
"good" "good.running" 12 "pre.good" "professional" 1185 "woman" "alone"
"bad" "good.running" 12 "pre.good" "personal" 1123 "woman" "alone"
"good" "bad.running" 6 "pre.good" "personal" 753 "woman" "alone"
"good" "bad.running" 12 "pre.good" "personal" 2251 "woman" "alone"
"good" "bad.running" 9 "pre.good" "personal" 2030 "man" "not.alone"
"bad" "good.running" 18 "pre.good" "professional" 1530 "man" "not.alone"
"good" "no" 18 "pre.bad" "personal" 1940 "man" "not.alone"
"bad" "no" 48 "pre.good" "professional" 7763 "man" "not.alone"
"good" "good.running" 36 "pre.good" "professional" 909 "man" "not.alone"
"good" "bad.running" 18 "pre.good" "professional" 2899 "man" "not.alone"
"good" "good.running" 24 "pre.good" "professional" 1258 "man" "not.alone"
"good" "good.running" 36 "pre.good" "personal" 7678 "woman" "alone"
"good" "good.running" 10 "pre.good" "personal" 2146 "woman" "alone"
"good" "bad.running" 30 "pre.good" "personal" 1715 "woman" "alone"
"good" "bad.running" 36 "pre.bad" "personal" 3990 "woman" "alone"
"good" "good.running" 21 "pre.good" "professional" 2782 "woman" "alone"
"good" "bad.running" 15 "pre.good" "personal" 2360 "man" "not.alone"
"good" "bad.running" 18 "pre.good" "professional" 1961 "woman" "alone"
"good" "no" 12 "pre.good" "personal" 1498 "woman" "alone"
"good" "bad.running" 18 "pre.good" "professional" 2622 "man" "not.alone"
"good" "good.running" 21 "pre.good" "personal" 3160 "man" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 1532 "woman" "alone"
"bad" "good.running" 36 "pre.good" "personal" 1819 "man" "not.alone"
"good" "bad.running" 36 "pre.good" "personal" 3919 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 1597 "man" "not.alone"
"bad" "no" 12 "pre.good" "personal" 2246 "man" "not.alone"
"good" "no" 36 "pre.good" "personal" 3959 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 1963 "man" "not.alone"
"good" "good.running" 6 "pre.good" "professional" 362 "woman" "alone"
"good" "good.running" 6 "pre.good" "personal" 700 "man" "not.alone"
"bad" "bad.running" 15 "pre.good" "personal" 1512 "woman" "not.alone"
"good" "bad.running" 24 "pre.good" "personal" 1553 "woman" "alone"
"good" "good.running" 24 "pre.good" "professional" 1393 "man" "not.alone"
"good" "good.running" 9 "pre.good" "personal" 1244 "woman" "alone"
"good" "no" 24 "pre.good" "personal" 3660 "woman" "alone"
"good" "good.running" 6 "pre.good" "personal" 2108 "woman" "not.alone"
"good" "bad.running" 24 "pre.good" "personal" 3617 "man" "not.alone"
"bad" "good.running" 10 "pre.good" "personal" 2210 "man" "not.alone"
"good" "no" 24 "pre.bad" "personal" 3632 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 1935 "man" "not.alone"
"good" "no" 18 "pre.good" "professional" 2249 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 3077 "man" "not.alone"
"bad" "no" 18 "pre.good" "personal" 1190 "woman" "alone"
"bad" "bad.running" 10 "pre.good" "professional" 1240 "woman" "alone"
"good" "good.running" 4 "pre.good" "personal" 601 "woman" "alone"
"bad" "bad.running" 12 "pre.good" "personal" 1331 "man" "not.alone"
"good" "bad.running" 15 "pre.good" "personal" 392 "woman" "alone"
"good" "no" 8 "pre.good" "professional" 3398 "man" "not.alone"
"bad" "no" 30 "pre.good" "personal" 3108 "man" "alone"
"good" "bad.running" 6 "pre.good" "professional" 1343 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 717 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "professional" 1007 "woman" "not.alone"
"bad" "bad.running" 36 "pre.good" "professional" 2820 "man" "alone"
"bad" "bad.running" 36 "pre.good" "personal" 9398 "woman" "not.alone"
"good" "no" 36 "pre.good" "personal" 3620 "man" "not.alone"
"good" "good.running" 6 "pre.good" "personal" 1221 "woman" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 3812 "woman" "alone"
"bad" "good.running" 36 "pre.good" "personal" 974 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 1768 "man" "not.alone"
"good" "good.running" 39 "pre.good" "personal" 2569 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 763 "woman" "alone"
"bad" "no" 12 "pre.good" "professional" 2579 "man" "not.alone"
"good" "good.running" 21 "pre.good" "personal" 2476 "man" "not.alone"
"bad" "bad.running" 15 "pre.good" "personal" 2327 "woman" "alone"
"good" "bad.running" 11 "pre.good" "professional" 1322 "woman" "alone"
"good" "good.running" 36 "pre.good" "personal" 3595 "man" "not.alone"
"bad" "bad.running" 12 "pre.good" "personal" 2762 "woman" "alone"
"bad" "no" 18 "pre.good" "personal" 2473 "man" "not.alone"
"good" "no" 24 "pre.good" "personal" 2812 "woman" "alone"
"bad" "bad.running" 6 "pre.bad" "personal" 433 "woman" "alone"
"bad" "good.running" 21 "pre.good" "professional" 2680 "man" "not.alone"
"good" "good.running" 10 "pre.good" "personal" 2069 "woman" "not.alone"
"bad" "no" 24 "pre.bad" "professional" 1193 "woman" "alone"
"bad" "no" 12 "pre.good" "professional" 900 "woman" "not.alone"
"good" "good.running" 12 "pre.good" "professional" 1542 "man" "not.alone"
"good" "good.running" 21 "pre.good" "personal" 3275 "man" "not.alone"
"good" "good.running" 18 "pre.good" "professional" 1950 "man" "not.alone"
"good" "good.running" 24 "pre.good" "professional" 2022 "woman" "alone"
"bad" "bad.running" 9 "pre.good" "personal" 959 "woman" "alone"
"good" "good.running" 24 "pre.good" "personal" 2028 "man" "not.alone"
"bad" "no" 24 "pre.good" "personal" 1823 "man" "not.alone"
"good" "good.running" 24 "pre.good" "professional" 7393 "man" "not.alone"
"good" "no" 12 "pre.good" "personal" 385 "woman" "alone"
"bad" "good.running" 36 "pre.good" "personal" 4463 "man" "not.alone"
"bad" "bad.running" 21 "pre.good" "professional" 2767 "man" "alone"
"bad" "bad.running" 15 "pre.bad" "professional" 1264 "woman" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 2835 "man" "not.alone"
"good" "good.running" 30 "pre.good" "personal" 7596 "man" "not.alone"
"bad" "bad.running" 6 "pre.bad" "professional" 931 "woman" "alone"
"bad" "no" 18 "pre.bad" "professional" 1442 "man" "not.alone"
"bad" "no" 6 "pre.bad" "personal" 1198 "woman" "alone"
"good" "good.running" 24 "pre.good" "professional" 1474 "woman" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 1860 "man" "not.alone"
"bad" "no" 12 "pre.good" "personal" 902 "woman" "not.alone"
"good" "good.running" 9 "pre.good" "professional" 3577 "man" "not.alone"
"good" "bad.running" 42 "pre.bad" "personal" 9283 "man" "not.alone"
"good" "bad.running" 18 "pre.good" "personal" 866 "woman" "not.alone"
"good" "bad.running" 9 "pre.good" "personal" 1126 "man" "alone"
"good" "good.running" 18 "pre.good" "personal" 3780 "man" "alone"
"bad" "no" 27 "pre.bad" "professional" 5293 "man" "not.alone"
"bad" "no" 12 "pre.good" "professional" 1228 "woman" "alone"
"good" "good.running" 24 "pre.good" "professional" 1287 "woman" "alone"
"bad" "bad.running" 39 "pre.good" "personal" 4933 "man" "not.alone"
"good" "good.running" 10 "pre.good" "personal" 1924 "man" "not.alone"
"good" "good.running" 4 "pre.good" "personal" 1544 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 1424 "man" "not.alone"
"good" "good.running" 18 "pre.good" "personal" 6070 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 937 "woman" "not.alone"
"bad" "bad.running" 30 "pre.good" "personal" 8386 "man" "not.alone"
"good" "no" 10 "pre.good" "personal" 2132 "woman" "alone"
"bad" "no" 40 "pre.good" "personal" 5998 "man" "not.alone"
"bad" "no" 36 "pre.good" "personal" 5179 "man" "not.alone"
"bad" "no" 24 "pre.good" "professional" 1371 "woman" "alone"
"good" "good.running" 24 "pre.good" "personal" 2424 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 3617 "man" "not.alone"
"good" "no" 12 "pre.good" "personal" 652 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 701 "man" "not.alone"
"bad" "bad.running" 18 "pre.good" "professional" 1056 "man" "not.alone"
"good" "good.running" 6 "pre.good" "personal" 935 "woman" "alone"
"bad" "bad.running" 48 "pre.bad" "professional" 3844 "man" "not.alone"
"good" "bad.running" 27 "pre.good" "personal" 5965 "man" "not.alone"
"good" "no" 6 "pre.good" "personal" 428 "woman" "alone"
"good" "good.running" 30 "pre.good" "personal" 1867 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 2684 "man" "not.alone"
"bad" "bad.running" 60 "pre.bad" "professional" 4782 "woman" "alone"
"bad" "no" 12 "pre.good" "professional" 1372 "man" "alone"
"good" "bad.running" 15 "pre.good" "personal" 2728 "man" "not.alone"
"good" "bad.running" 18 "pre.bad" "personal" 1445 "man" "not.alone"
"good" "bad.running" 24 "pre.good" "personal" 5084 "woman" "alone"
"good" "good.running" 6 "pre.good" "personal" 1595 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 2603 "woman" "alone"
"bad" "bad.running" 36 "pre.bad" "professional" 1953 "man" "not.alone"
"good" "good.running" 18 "pre.good" "personal" 2238 "woman" "alone"
"good" "no" 6 "pre.good" "professional" 1374 "woman" "alone"
"bad" "good.running" 24 "pre.good" "professional" 8648 "man" "not.alone"
"good" "good.running" 36 "pre.good" "professional" 7409 "man" "not.alone"
"good" "good.running" 15 "pre.good" "professional" 5045 "woman" "alone"
"good" "no" 30 "pre.good" "personal" 6187 "woman" "not.alone"
"good" "good.running" 36 "pre.good" "personal" 2299 "man" "not.alone"
"good" "good.running" 60 "pre.good" "personal" 144 "woman" "alone"
"good" "no" 10 "pre.good" "professional" 2241 "man" "not.alone"
"bad" "bad.running" 12 "pre.good" "professional" 888 "man" "not.alone"
"good" "good.running" 12 "pre.good" "professional" 1264 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "personal" 1567 "woman" "alone"
"bad" "no" 24 "pre.good" "personal" 3234 "woman" "alone"
"good" "bad.running" 18 "pre.good" "professional" 5866 "man" "not.alone"
"good" "bad.running" 9 "pre.good" "personal" 790 "woman" "alone"
"bad" "no" 12 "pre.good" "personal" 7865 "man" "not.alone"
"good" "no" 21 "pre.good" "professional" 3763 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 1278 "man" "not.alone"
"good" "no" 18 "pre.good" "personal" 1049 "woman" "alone"
"good" "good.running" 11 "pre.good" "personal" 1154 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 1503 "woman" "not.alone"
"good" "good.running" 10 "pre.good" "personal" 2848 "man" "not.alone"
"good" "bad.running" 36 "pre.good" "professional" 7432 "woman" "alone"
"good" "good.running" 36 "pre.good" "personal" 477 "man" "not.alone"
"good" "bad.running" 12 "pre.good" "professional" 1318 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 7814 "man" "not.alone"
"good" "no" 24 "pre.good" "personal" 2910 "man" "not.alone"
"good" "bad.running" 6 "pre.good" "personal" 932 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 2445 "woman" "not.alone"
"good" "good.running" 18 "pre.good" "personal" 1149 "man" "not.alone"
"bad" "bad.running" 30 "pre.bad" "professional" 4280 "woman" "alone"
"good" "no" 12 "pre.good" "personal" 1620 "woman" "alone"
"good" "bad.running" 24 "pre.good" "personal" 2760 "man" "not.alone"
"bad" "no" 33 "pre.good" "personal" 4281 "woman" "alone"
"bad" "no" 48 "pre.good" "professional" 3931 "man" "not.alone"
"good" "good.running" 6 "pre.good" "personal" 1237 "woman" "alone"
"bad" "bad.running" 18 "pre.good" "personal" 2976 "woman" "alone"
"bad" "good.running" 24 "pre.good" "personal" 5943 "woman" "alone"
"good" "good.running" 12 "pre.good" "personal" 2073 "woman" "alone"
"bad" "no" 36 "pre.good" "personal" 2712 "man" "not.alone"
"good" "bad.running" 48 "pre.good" "professional" 7582 "man" "not.alone"
"good" "no" 14 "pre.good" "professional" 3973 "man" "not.alone"
"bad" "no" 12 "pre.good" "personal" 727 "woman" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 1829 "man" "not.alone"
"good" "good.running" 24 "pre.good" "personal" 2197 "man" "not.alone"
"bad" "good.running" 10 "pre.good" "professional" 1309 "man" "not.alone"
"good" "bad.running" 12 "pre.bad" "personal" 1410 "man" "not.alone"
"good" "good.running" 9 "pre.good" "personal" 2301 "woman" "alone"
"good" "good.running" 21 "pre.good" "personal" 2288 "woman" "alone"
"good" "good.running" 36 "pre.good" "personal" 3835 "woman" "alone"
"bad" "good.running" 36 "pre.good" "professional" 7980 "man" "not.alone"
"good" "no" 15 "pre.good" "professional" 1721 "man" "not.alone"
"good" "no" 10 "pre.good" "personal" 2315 "man" "not.alone"
"bad" "no" 18 "pre.bad" "personal" 3114 "woman" "alone"
"bad" "no" 18 "pre.good" "personal" 1131 "woman" "alone"
"bad" "no" 24 "pre.bad" "personal" 3552 "man" "not.alone"
"good" "no" 21 "pre.good" "personal" 3599 "woman" "alone"
"bad" "bad.running" 48 "pre.good" "personal" 6224 "man" "not.alone"
"bad" "no" 42 "pre.good" "personal" 4370 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 1934 "man" "not.alone"
"good" "no" 24 "pre.good" "personal" 6615 "man" "not.alone"
"bad" "bad.running" 12 "pre.bad" "professional" 609 "woman" "alone"
"good" "good.running" 5 "pre.good" "professional" 3448 "man" "not.alone"
"good" "good.running" 18 "pre.good" "professional" 2662 "man" "not.alone"
"bad" "no" 24 "pre.good" "personal" 1659 "woman" "alone"
"good" "good.running" 42 "pre.good" "personal" 4041 "man" "not.alone"
"good" "good.running" 6 "pre.good" "professional" 3518 "man" "not.alone"
"good" "good.running" 12 "pre.good" "personal" 5801 "man" "not.alone"
"bad" "no" 24 "pre.bad" "personal" 6872 "man" "alone"
"bad" "bad.running" 36 "pre.good" "personal" 4210 "man" "not.alone"
"good" "bad.running" 48 "pre.bad" "professional" 8358 "woman" "alone"
"good" "no" 24 "pre.bad" "personal" 2828 "man" "not.alone"
"good" "bad.running" 9 "pre.good" "professional" 1549 "man" "not.alone"
"good" "good.running" 15 "pre.good" "personal" 1459 "woman" "alone"
"bad" "bad.running" 12 "pre.good" "personal" 6468 "man" "not.alone"
"good" "bad.running" 24 "pre.good" "professional" 1275 "man" "alone"
